Fecha;Aceites lubricantes;Asfalto;Bunker;Ceras;Combustible turbo jet;Diesel bajo azufre;Diesel ultra bajo azufre;Gas licuado de petróleo;Gasolina de aviación;Gasolina regular;Gasolina superior;Grasas lubricantes;Kerosina;"Mezclas
oleosas";Naftas;PetCoke;Petróleo crudo;Solventes;Butano;Diesel alto azufre;Orimulsión;Total
sep/2010;0.00;19136.32;211385.25;0.00;36057.49;0.00;0.00;233404.90;1694.00;266975.25;396429.75;0.00;9110.60;0.00;0.00;89908.23;57336.39;0.00;0.00;687553.88;0.00;2008992.05
oct/2010;0.00;23496.93;216834.49;0.00;38697.10;0.00;0.00;236852.35;777.00;275031.21;418305.07;0.00;5718.60;0.00;0.00;63264.58;46381.13;0.00;0.00;745415.51;0.00;2070773.96
nov/2010;0.00;24354.93;251863.66;0.00;33407.71;0.00;0.00;255841.85;1538.00;273452.94;409652.73;0.00;10443.00;0.00;0.00;71750.75;23969.94;0.00;0.00;785917.40;0.00;2142192.90
dic/2010;0.00;21599.07;156863.43;0.00;41025.05;0.00;0.00;251825.20;1124.00;320807.17;466766.78;0.00;10620.70;0.00;0.00;94478.95;53169.71;0.00;0.00;843762.00;0.00;2262042.06
ene/2011;0.00;17369.80;264151.18;0.00;30823.29;0.00;0.00;244328.91;1295.00;285089.04;411737.33;0.00;12512.00;0.00;0.00;106612.99;49396.74;0.00;0.00;850696.79;0.00;2274013.07
feb/2011;0.00;20587.76;259856.17;0.00;26917.52;0.00;0.00;228479.00;940.00;269301.38;391131.10;0.00;11411.50;0.00;0.00;100367.74;39015.88;0.00;0.00;819940.50;0.00;2167948.55
mar/2011;0.00;25683.06;395111.72;0.00;34478.80;0.00;0.00;255792.92;1475.00;281453.75;393160.91;0.00;11433.80;0.00;0.00;118505.59;52874.84;0.00;0.00;900485.91;0.00;2470456.30
abr/2011;0.00;29703.34;539928.57;0.00;34179.80;0.00;0.00;237582.68;1107.00;285598.37;386749.27;0.00;12796.60;0.00;0.00;106152.20;34616.09;0.00;0.00;797527.23;0.00;2465941.15
may/2011;0.00;32700.99;501342.97;0.00;33669.09;0.00;0.00;247975.28;1100.00;253277.88;371876.75;0.00;10823.60;0.00;0.00;97113.61;76408.92;0.00;0.00;803849.53;0.00;2430138.62
jun/2011;0.00;24786.05;638939.11;0.00;37037.40;0.00;0.00;247082.28;1100.00;290137.49;380800.43;0.00;9444.80;0.00;0.00;101035.11;46048.92;0.00;0.00;729676.79;0.00;2506088.38
jul/2011;0.00;22142.32;251734.87;0.00;44313.17;0.00;0.00;259033.89;1295.00;279283.36;389294.64;0.00;14646.30;0.00;0.00;71759.00;44432.82;0.00;0.00;718255.06;0.00;2096190.42
ago/2011;0.00;17414.86;333071.69;0.00;42315.36;0.00;0.00;259688.74;1467.00;256380.27;408494.51;0.00;10424.10;0.00;0.00;74518.90;39157.53;0.00;0.00;699736.08;0.00;2142669.04
sep/2011;0.00;14666.97;238864.67;0.00;36043.04;0.00;0.00;251882.54;1100.00;256728.25;380453.23;0.00;9715.80;0.00;0.00;63847.96;39066.80;0.00;0.00;660384.93;0.00;1952754.18
oct/2011;0.00;13711.35;239305.91;0.00;37096.07;0.00;0.00;262255.14;745.00;242071.01;381309.50;0.00;10170.30;0.00;0.00;48561.32;39973.11;0.00;0.00;672214.93;0.00;1947413.63
nov/2011;0.00;31593.72;229497.48;0.00;38064.86;0.00;0.00;252218.21;1283.00;231413.83;381871.84;0.00;10071.90;0.00;0.00;99849.53;44374.42;0.00;0.00;794507.24;0.00;2114746.04
dic/2011;0.00;25774.42;215079.84;0.00;41929.61;0.00;0.00;263892.43;1295.00;291678.03;449904.10;0.00;13089.60;0.00;0.00;88815.54;57943.79;0.00;0.00;862318.80;0.00;2311721.16
ene/2012;0.00;28849.11;199651.92;0.00;39631.60;0.00;0.00;242524.90;1100.00;261933.68;393781.94;0.00;11596.50;0.00;0.00;77569.36;44982.71;0.00;0.00;814956.72;0.00;2116578.44
feb/2012;0.00;22730.38;295550.29;0.00;34550.67;0.00;0.00;243810.95;1295.00;253733.22;402633.55;0.00;9916.70;0.00;0.00;83515.03;49337.47;0.00;0.00;848067.25;0.00;2245140.51
mar/2012;0.00;30672.08;351951.02;0.00;49247.79;0.00;0.00;270906.08;1467.00;290286.65;429534.50;0.00;162.77;0.00;0.00;103215.64;44877.18;0.00;0.00;925065.27;0.00;2497385.98
abr/2012;0.00;27048.12;311653.42;0.00;34435.19;0.00;0.00;249493.66;1100.00;262615.28;389264.02;0.00;5720.83;0.00;0.00;94102.14;42650.82;0.00;0.00;792201.73;0.00;2210285.21
may/2012;0.00;22351.30;492974.59;0.00;18507.79;0.00;0.00;261657.41;1300.00;235374.04;405877.41;0.00;39069.95;0.00;0.00;77341.94;52170.98;0.00;0.00;771542.47;0.00;2378167.87
jun/2012;0.00;15219.56;325999.25;0.00;10812.20;0.00;0.00;255333.43;917.00;261012.58;409111.24;0.00;44022.37;0.00;0.00;97728.95;31694.11;0.00;0.00;712464.94;0.00;2164315.62
jul/2012;0.00;21946.13;308473.07;0.00;24927.20;0.00;0.00;271101.94;1307.00;233061.35;420370.60;0.00;35388.97;0.00;0.00;75956.82;51140.36;0.00;0.00;699130.04;0.00;2142803.47
ago/2012;0.00;22014.81;343321.82;0.00;22370.80;0.00;0.00;280184.27;1283.00;259165.94;433828.02;0.00;31964.77;0.00;0.00;96820.68;46292.70;0.00;0.00;716720.36;0.00;2253967.16
sep/2012;0.00;19861.06;285599.63;0.00;17089.80;0.00;0.00;268875.10;1124.00;228205.77;378478.80;0.00;30052.01;0.00;0.00;61612.65;40445.17;0.00;0.00;632120.37;0.00;1963464.36
oct/2012;0.00;15420.12;359066.70;0.00;19378.90;0.00;0.00;297829.17;1307.00;261347.22;414523.22;0.00;28278.43;0.00;0.00;110937.97;36948.68;0.00;0.00;728414.88;0.00;2273452.29
nov/2012;0.00;20434.77;394482.14;0.00;18005.60;0.00;0.00;303422.01;1100.00;272657.82;394751.47;0.00;31373.64;0.00;0.00;27937.80;40052.76;0.00;0.00;812523.44;0.00;2316741.46
dic/2012;0.00;20346.53;317771.58;0.00;19827.40;0.00;0.00;281757.56;1195.20;310407.04;442191.43;0.00;32533.44;0.00;0.00;22090.77;56283.49;0.00;0.00;848262.93;0.00;2352667.37
ene/2013;0.00;12205.94;197658.18;0.00;38605.36;0.00;0.00;291844.00;1489.48;287985.59;408557.45;0.00;13242.55;0.00;0.00;97515.33;39542.92;0.00;0.00;863769.41;0.00;2252416.21
feb/2013;0.00;14270.12;222606.10;0.00;28448.02;0.00;0.00;253221.89;1226.62;259659.66;361215.69;0.00;16355.46;0.00;0.00;81654.54;22225.02;0.00;0.00;808853.97;0.00;2069737.09
mar/2013;0.00;23907.33;289422.67;0.00;32505.06;0.00;0.00;286869.62;924.00;313075.45;413744.86;0.00;16675.00;0.00;0.00;131379.05;50215.89;0.00;0.00;898352.20;0.00;2457071.13
abr/2013;0.00;23075.02;328809.80;0.00;32725.43;0.00;0.00;287216.30;1100.00;330070.65;409238.30;0.00;15424.52;0.00;0.00;73378.09;41087.97;0.00;0.00;966103.92;0.00;2508230.00
may/2013;0.00;20716.42;434716.65;0.00;32306.94;0.00;0.00;301770.53;1173.74;313131.36;403354.79;0.00;13608.37;0.00;0.00;99652.69;34639.10;0.00;0.00;827601.25;0.00;2482671.83
jun/2013;0.00;19145.31;384549.94;0.00;25064.37;0.00;0.00;275921.37;1383.35;287596.64;402012.07;0.00;17894.00;0.00;0.00;113554.65;41706.22;0.00;0.00;775187.12;0.00;2344015.04
jul/2013;0.00;19516.84;286369.33;0.00;35532.69;0.00;0.00;292790.10;1001.07;314185.61;425154.22;0.00;21247.00;0.00;0.00;111798.06;40114.18;0.00;0.00;732544.52;0.00;2280253.62
ago/2013;0.00;16534.02;284525.32;0.00;34875.26;0.00;0.00;282844.32;1467.00;288400.67;416968.15;0.00;16948.00;0.00;0.00;100883.26;43009.30;0.00;0.00;773147.90;0.00;2259603.19
sep/2013;0.00;10189.82;191796.17;0.00;33980.81;0.00;0.00;278403.42;1283.00;249357.42;379479.78;0.00;8640.00;0.00;0.00;75989.10;38110.23;0.00;0.00;672125.16;0.00;1939354.91
oct/2013;0.00;10352.81;200089.72;0.00;33725.62;0.00;0.00;285195.01;1298.98;314518.72;430179.69;0.00;15461.00;0.00;0.00;62188.17;37081.20;0.00;0.00;800049.12;0.00;2190140.04
nov/2013;0.00;10990.54;182327.92;0.00;37678.38;0.00;0.00;253022.23;587.21;306638.45;404692.46;0.00;16521.00;0.00;0.00;96463.73;37046.10;0.00;0.00;821457.45;0.00;2167425.47
dic/2013;0.00;14139.03;137481.49;0.00;31020.65;0.00;0.00;282335.47;1284.00;339969.85;448135.35;0.00;20137.00;0.00;0.00;82518.65;48041.71;0.00;0.00;860351.90;0.00;2265415.09
ene/2014;0.00;47657.13;150401.55;0.00;35071.79;0.00;0.00;288260.80;1504.00;312139.77;412617.93;0.00;16452.26;0.00;0.00;110646.31;37212.01;0.00;0.00;917251.54;0.00;2329215.09
feb/2014;0.00;22039.43;191584.66;0.00;23696.10;0.00;0.00;304312.13;1283.00;312142.65;385430.58;0.00;14441.12;0.00;0.00;105986.10;46110.11;0.00;0.00;890362.31;0.00;2297388.19
mar/2014;0.00;12159.87;254936.96;0.00;39327.74;0.00;0.00;284201.43;1132.40;335869.63;434863.96;0.00;16527.30;0.00;0.00;107499.65;36453.76;0.00;0.00;1004937.39;0.00;2527910.09
abr/2014;0.00;22675.60;293648.05;0.00;38975.79;0.00;0.00;250902.83;329.00;349155.30;437470.07;0.00;15600.00;0.00;0.00;94527.24;41751.04;0.00;0.00;972039.42;0.00;2517074.34
may/2014;0.00;22036.88;295075.17;0.00;29820.27;0.00;0.00;305911.84;1162.98;332737.37;427487.20;0.00;18620.10;0.00;0.00;105266.21;43299.80;0.00;0.00;877263.31;0.00;2458681.13
jun/2014;0.00;20863.92;211036.28;0.00;36833.13;0.00;0.00;285640.44;733.00;303016.82;387299.10;0.00;21987.50;0.00;0.00;109708.83;41730.57;0.00;0.00;733508.70;0.00;2152358.29
jul/2014;0.00;20046.62;312203.06;0.00;41291.71;0.00;0.00;289827.60;1502.40;344659.64;439137.13;0.00;22146.22;0.00;0.00;101908.84;46099.12;0.00;0.00;826918.81;0.00;2445741.15
ago/2014;0.00;24450.24;406297.45;0.00;10476.40;0.00;0.00;272617.60;1466.70;326356.06;442953.10;0.00;43792.26;0.00;0.00;101477.53;53158.86;0.00;0.00;793694.01;0.00;2476740.21
sep/2014;0.00;16173.57;229889.08;0.00;8012.40;0.00;0.00;271079.59;550.00;371327.13;411466.28;0.00;37824.53;0.00;0.00;81213.02;36119.87;0.00;0.00;728498.84;0.00;2192154.31
oct/2014;0.00;10066.11;291536.98;0.00;9170.90;0.00;0.00;337006.14;183.30;343812.67;459922.48;0.00;44198.40;0.00;0.00;101071.19;53692.16;0.00;0.00;836278.12;0.00;2486938.45
nov/2014;0.00;17687.89;190635.70;0.00;7357.70;0.00;0.00;303666.70;190.50;343918.56;436467.90;0.00;42604.50;0.00;0.00;116686.02;49256.09;0.00;0.00;885713.74;0.00;2394185.30
dic/2014;0.00;16337.76;211555.82;0.00;39959.47;0.00;0.00;311419.96;1142.90;464223.15;538899.26;0.00;19815.75;0.00;0.00;119369.80;60321.90;0.00;0.00;1021378.09;0.00;2804423.86
ene/2015;0.00;14013.06;243511.92;0.00;41308.34;0.00;0.00;317220.91;1353.80;419102.72;503135.70;0.00;12126.41;0.00;0.00;76805.25;40255.58;0.00;0.00;1014706.21;0.00;2683539.90
feb/2015;0.00;10763.45;189006.84;0.00;32165.25;0.00;0.00;315364.36;958.40;398167.69;454190.88;0.00;28906.68;0.00;0.00;88685.69;41687.16;0.00;0.00;980149.84;0.00;2540046.24
mar/2015;0.00;26761.09;253562.02;0.00;38204.73;0.00;0.00;338142.32;1478.49;457246.14;521879.26;0.00;16930.56;0.00;0.00;107757.21;54482.32;0.00;0.00;1142551.06;0.00;2958995.20
abr/2015;0.00;17237.77;318449.80;0.00;39177.71;0.00;0.00;320920.88;1119.05;413451.11;486779.41;0.00;9165.79;0.00;0.00;112963.40;34156.09;0.00;0.00;1011167.74;0.00;2764588.75
may/2015;0.00;14038.74;367017.51;0.00;34301.53;0.00;0.00;328177.80;952.43;415570.95;483594.83;0.00;19259.07;0.00;0.00;92041.35;40588.91;0.00;0.00;944316.66;0.00;2739859.78
jun/2015;0.00;13095.63;315322.36;0.00;39977.57;0.00;0.00;331140.05;772.03;414466.18;480892.11;0.00;16406.36;0.00;0.00;112288.55;35207.32;0.00;0.00;880016.47;0.00;2639584.63
jul/2015;0.00;16218.35;350976.98;0.00;42322.79;0.00;0.00;363251.96;1658.20;440729.53;515322.66;0.00;19274.98;0.00;0.00;106971.26;31447.00;0.00;0.00;902586.36;0.00;2790760.07
ago/2015;0.00;14732.03;519237.36;0.00;40414.69;0.00;0.00;333215.61;1121.88;439588.90;513413.00;0.00;14996.02;0.00;0.00;108392.46;43883.15;0.00;0.00;887796.85;0.00;2916791.95
sep/2015;0.00;9560.41;342909.33;0.00;32730.80;0.00;0.00;364351.76;1122.19;422826.59;501658.04;0.00;14495.48;0.00;0.00;96179.22;34526.10;0.00;0.00;734654.22;0.00;2555014.13
oct/2015;0.00;7632.56;304037.55;0.00;37102.30;0.00;0.00;364469.55;928.57;448971.88;532741.14;0.00;16644.12;0.00;0.00;79944.15;38501.06;0.00;0.00;834285.95;0.00;2665258.82
nov/2015;0.00;10137.17;209107.14;0.00;41450.50;0.00;0.00;353643.08;952.40;423841.82;516486.95;0.00;15712.24;0.00;0.00;77375.21;32446.10;0.00;0.00;925431.00;0.00;2606583.61
dic/2015;0.00;9475.85;184791.46;0.00;43851.69;0.00;0.00;355233.65;1113.18;499839.17;600161.72;0.00;18892.21;0.00;0.00;91440.75;36934.50;0.00;0.00;1047478.84;0.00;2889213.01
ene/2016;0.00;5542.28;262150.77;0.00;38680.60;0.00;0.00;346512.22;952.98;433180.34;545737.53;0.00;16499.03;0.00;0.00;100703.08;33641.00;0.00;0.00;1084043.63;0.00;2867643.45
feb/2016;0.00;5939.92;242970.07;0.00;40215.13;0.00;0.00;368867.55;1143.69;450916.35;540459.19;0.00;13267.85;0.00;0.00;88817.52;28012.30;0.00;0.00;1055672.64;0.00;2836282.21
mar/2016;0.00;5301.47;312624.84;0.00;43123.03;0.00;0.00;372223.42;1181.46;486255.94;575720.92;0.00;19388.31;0.00;0.00;69957.47;31366.00;0.00;0.00;1107296.65;0.00;3024439.51
abr/2016;0.00;13098.88;305191.05;0.00;37842.69;0.00;0.00;357084.22;954.36;467472.20;545605.47;0.00;16511.55;0.00;0.00;80123.73;13357.00;0.00;0.00;1149175.19;0.00;2986416.34
may/2016;0.00;8723.98;415456.18;0.00;37138.19;0.00;0.00;377629.02;1142.90;468710.38;551000.79;0.00;19928.34;0.00;0.00;87793.20;40423.00;0.00;0.00;1019984.40;0.00;3027930.37
jun/2016;0.00;3707.28;292566.83;0.00;39135.65;0.00;0.00;355848.99;952.40;450758.18;537583.25;0.00;19761.88;0.00;0.00;74829.65;28875.00;0.00;0.00;888538.10;0.00;2692557.21
jul/2016;0.00;2287.93;213537.63;0.00;42271.27;0.00;0.00;350429.77;948.56;465270.48;562778.84;0.00;18463.79;0.00;0.00;104878.35;30961.50;0.00;0.00;883716.04;0.00;2675544.15
ago/2016;0.00;5385.99;126708.78;0.00;44360.08;0.00;0.00;363859.51;1344.69;485995.83;585748.50;0.00;19426.80;0.00;0.00;105941.22;35543.60;0.00;0.00;866270.02;0.00;2640585.02
sep/2016;0.00;7526.62;156889.89;0.00;33788.70;0.00;0.00;356426.23;947.60;456946.75;548491.65;0.00;18463.50;0.00;0.00;90718.05;37205.15;0.00;0.00;877800.56;0.00;2585204.70
oct/2016;0.00;9087.66;208164.88;0.00;37341.63;0.00;0.00;373503.78;1358.21;476277.64;573754.73;0.00;18939.67;0.00;0.00;68187.30;48088.25;0.00;0.00;916410.70;0.00;2731114.44
nov/2016;0.00;9638.42;224643.28;0.00;38112.71;0.00;0.00;372904.63;750.90;463726.21;547323.53;0.00;18143.40;0.00;0.00;76857.99;37957.00;0.00;0.00;1019671.97;0.00;2809730.04
dic/2016;0.00;10826.71;227241.47;0.00;45344.23;0.00;0.00;372690.46;974.30;524242.31;615251.51;0.00;23909.55;0.00;0.00;188037.45;45686.00;0.00;0.00;1113827.10;0.00;3168031.09
ene/2017;0.00;5564.60;268741.13;0.00;57975.62;0.00;0.00;358706.82;1188.53;477291.93;546212.16;0.00;4453.57;0.00;0.00;118557.34;27089.00;0.00;51.93;1079339.30;0.00;2945171.93
feb/2017;0.00;3689.22;200718.22;0.00;57092.07;0.00;0.00;357497.97;964.14;453665.32;526888.94;0.00;248.63;0.00;0.00;70714.66;33909.00;0.00;49.11;1052536.01;0.00;2757973.29
mar/2017;0.00;8912.83;146747.21;0.00;59574.15;0.00;0.00;351791.93;1199.40;523943.60;592249.34;0.00;214.24;0.00;0.00;102621.01;52165.00;0.00;88.86;1216423.42;0.00;3055930.99
abr/2017;0.00;6841.66;173685.84;0.00;64589.03;0.00;0.00;360957.70;1023.25;500063.03;530345.96;0.00;129.95;0.00;0.00;198383.91;43273.00;0.00;36.80;1032813.29;0.00;2912143.42
may/2017;0.00;8988.46;154619.14;0.00;59893.27;0.00;0.00;377492.16;976.19;516884.37;588861.62;0.00;259.57;0.00;0.00;212011.70;45402.00;0.00;50.28;1034806.24;0.00;3000245.00
jun/2017;0.00;12939.27;140581.12;0.00;65459.68;0.00;0.00;378328.46;952.38;478491.95;549378.05;0.00;116.01;0.00;0.00;184171.01;41171.92;0.00;61.51;897511.89;0.00;2749163.25
jul/2017;0.00;12151.22;119185.53;0.00;71848.17;0.00;0.00;369948.64;0.00;521730.41;607702.70;0.00;423.28;0.00;0.00;242807.96;45818.75;0.00;47.60;938887.64;0.00;2930551.90
ago/2017;0.00;18295.85;147847.74;0.00;71939.54;0.00;0.00;385834.28;1142.85;514086.57;604650.34;0.00;277.29;0.00;0.00;247198.62;62667.50;0.00;50.77;950188.14;0.00;3004179.49
sep/2017;0.00;20824.19;146741.02;0.00;50257.31;0.00;0.00;447373.59;964.29;492618.55;560892.67;0.00;332.46;0.00;0.00;184904.64;60278.50;0.00;47.21;894363.58;0.00;2859598.01
oct/2017;0.00;25225.22;135560.60;0.00;61015.54;0.00;0.00;393901.92;952.38;512762.32;583658.83;0.00;211.74;0.00;0.00;113926.54;89116.09;0.00;0.00;935986.17;0.00;2852317.35
nov/2017;0.00;38383.06;115709.19;0.00;61290.82;0.00;0.00;409332.86;1340.26;510631.29;563345.61;0.00;204.43;0.00;0.00;146069.01;41866.50;0.00;73.33;1038598.26;0.00;2926844.62
dic/2017;0.00;31978.30;129000.72;0.00;68044.92;0.00;0.00;404574.36;1126.19;574097.70;635423.76;0.00;108.69;0.00;0.00;177572.34;89124.29;0.00;28.88;1117711.45;0.00;3228791.60
ene/2018;0.00;24744.76;122349.08;0.00;68372.98;1105628.89;15763.64;421848.92;1142.24;528763.30;581802.98;0.00;770.40;0.00;0.00;173232.25;79652.00;0.00;57.20;0.00;0.00;3124128.64
feb/2018;0.00;21717.40;78815.78;0.00;54920.54;1072071.67;14687.22;379239.07;951.60;502041.67;545210.00;0.00;404.74;0.00;0.00;109496.87;73770.00;0.00;87.73;0.00;0.00;2853414.29
mar/2018;0.00;22287.44;158722.77;0.00;67891.40;1194136.18;15893.32;415125.90;1007.52;571052.13;618402.18;0.00;204.26;0.00;0.00;274273.30;49749.00;0.00;67.08;0.00;0.00;3388812.48
abr/2018;0.00;24880.30;149741.63;0.00;65835.66;1108452.97;14929.78;370434.61;1404.69;526979.67;565665.72;0.00;422.67;0.00;0.00;273396.67;88761.00;0.00;43.27;0.00;0.00;3190948.64
may/2018;0.00;34587.38;188452.23;0.00;61285.50;1009750.15;7736.86;403094.74;723.79;544395.17;570129.66;0.00;671.90;0.00;0.00;175846.10;77485.00;0.00;36.49;0.00;0.00;3074194.97
jun/2018;0.00;40679.67;182142.23;0.00;67706.76;930065.00;7816.91;390070.17;561.38;518911.44;554431.50;0.00;383.47;0.00;0.00;159409.05;76489.00;0.00;88.11;0.00;0.00;2928754.69
jul/2018;0.00;54625.85;156567.44;0.00;67215.08;950343.54;8053.83;381128.08;380.95;541811.12;589775.97;0.00;366.65;0.00;0.00;102500.59;102153.50;0.00;52.01;0.00;0.00;2954974.60
ago/2018;0.00;50840.69;184168.24;0.00;72586.20;991818.15;8812.43;407124.75;1000.00;570224.11;593659.63;0.00;427.19;0.00;0.00;204237.65;83143.62;0.00;59.71;0.00;0.00;3168102.35
sep/2018;0.00;45219.25;124107.40;0.00;59624.17;882303.53;7081.41;385717.79;1000.00;531285.29;551547.83;0.00;96.65;0.00;0.00;261284.38;93004.00;0.00;48.54;0.00;0.00;2942320.24
oct/2018;0.00;47762.30;120634.52;0.00;66392.11;969095.04;8587.08;408674.34;952.38;573751.47;579474.43;0.00;187.64;0.00;0.00;307141.02;70523.00;0.00;59.76;0.00;0.00;3153235.09
nov/2018;0.00;47250.31;100763.50;0.00;73529.19;1061941.91;7844.21;408049.58;1142.86;563417.57;573687.35;0.00;271.84;0.00;0.00;286935.32;81713.00;0.00;68.01;0.00;0.00;3206614.65
dic/2018;0.00;31557.54;109649.86;0.00;79674.76;1106130.25;8369.53;421872.09;952.38;632670.17;654281.25;0.00;272.91;0.00;0.00;311858.76;94593.00;0.00;57.80;0.00;0.00;3451940.29
ene/2019;21985.77;29531.29;125570.40;26.66;75489.04;1152949.52;8625.62;421555.41;1000.50;596682.75;601714.90;595.40;259.20;475.49;286.57;165807.89;82300.00;7412.33;68.31;0.00;0.00;3292337.05
feb/2019;18854.82;44387.57;133930.96;25.75;63990.69;1103358.49;7269.33;402371.33;976.19;559109.22;565425.02;631.57;-35.69;1911.93;120.08;152000.02;98063.00;7078.95;89.72;0.00;0.00;3159558.95
mar/2019;19205.26;63919.13;164290.04;0.00;70377.90;1228025.34;8943.32;428149.45;1053.27;645266.77;610720.58;347.80;104.14;2170.21;251.71;342482.20;127462.00;7840.52;64.64;0.00;0.00;3720674.28
abr/2019;18390.76;43899.02;156945.14;873.32;70541.87;1160125.11;7643.39;414018.68;0.01;657570.18;598956.30;552.97;-48.13;1944.32;15.13;343735.26;108573.00;6143.69;59.88;0.00;0.00;3589939.90
may/2019;22640.10;66588.87;223361.05;745.79;67768.53;1134666.18;9781.63;426587.33;1074.42;666748.63;611592.32;322.89;-73.50;2658.48;61.08;351666.55;121253.00;8595.00;63.44;0.00;0.00;3716101.79
jun/2019;20117.45;49691.28;125307.02;919.24;67452.06;1012030.47;8360.35;399031.61;1003.81;641136.56;595744.38;296.94;86.01;0.00;4.12;319891.51;112667.00;7438.84;57.93;0.00;0.00;3361236.58
jul/2019;20426.91;74347.22;159021.42;35.42;76715.52;1030649.68;8936.20;419958.02;1099.07;650150.78;615559.33;366.54;10.89;3134.83;-22.46;198491.88;135670.00;8447.45;65.75;0.00;0.00;3403064.45
ago/2019;22578.56;77017.06;148998.84;0.00;66531.06;1070198.10;9041.15;419493.82;1122.94;668783.39;632415.70;394.36;73.61;952.38;7.26;170236.68;129913.00;8685.14;66.12;0.00;0.00;3426509.17
sep/2019;18104.32;62918.62;109518.54;0.00;56736.35;973358.44;8446.19;396860.64;935.26;616079.30;587861.84;306.28;80.43;2215.06;13.98;142986.06;130578.00;8413.38;55.40;0.00;0.00;3115468.09
oct/2019;21550.86;69868.80;33606.20;0.00;61731.51;1043629.53;9433.36;433917.15;1193.10;669008.77;643044.33;391.11;193.58;2499.43;21.74;225348.50;132696.00;9481.17;56.76;0.00;0.00;3357671.90
nov/2019;18951.08;57250.41;126737.63;0.00;63858.30;1122734.55;8998.01;430725.89;1125.97;643070.35;620572.21;397.00;-1893.08;2479.15;30.35;290391.95;107489.00;13815.26;77.26;0.00;0.00;3506811.29
dic/2019;19079.56;22845.74;115170.39;0.00;39030.48;1175724.83;9456.65;428697.64;1043.74;706020.77;682468.14;304.36;35074.25;2899.75;55.04;294706.32;83915.00;8004.56;59.41;0.00;0.00;3624556.63
ene/2020;23464.38;12977.57;132814.31;0.00;67346.00;1184419.19;9523.25;421644.72;1137.95;640011.73;622323.79;546.42;340.77;2645.63;28.01;307317.12;64486.00;9111.42;84.21;0.00;0.00;3500222.47
feb/2020;19558.69;23258.89;145923.81;0.00;58608.78;1233250.24;9821.78;426533.15;958.33;652028.00;633100.05;354.64;479.92;2604.12;16.73;248778.51;104545.19;9281.12;73.87;0.00;0.00;3569175.82
mar/2020;17452.84;19587.38;104824.84;0.00;37280.42;1100813.77;10445.97;420637.14;946.43;573586.73;509752.95;377.36;4564.83;1267.79;6.83;306511.61;106949.57;8888.12;74.10;0.00;0.00;3223968.68
abr/2020;13476.06;17494.20;51247.20;0.00;13870.41;867592.28;5620.48;345933.61;452.38;458420.85;391773.23;362.79;145.45;0.00;6.84;310990.98;53000.00;6706.35;30.42;0.00;0.00;2537123.53
may/2020;13827.56;35550.36;139347.72;0.00;17776.74;828743.95;4099.92;362987.37;380.95;478771.83;407482.52;254.57;758.66;0.00;31.18;366963.69;81524.00;7285.70;55.64;0.00;0.00;2745842.36
jun/2020;17170.47;33842.05;114881.57;0.00;17381.30;782327.99;7406.06;402541.02;462.88;516933.60;388952.81;268.12;171.89;0.00;51.15;327627.60;70605.00;7672.90;60.20;0.00;0.00;2688356.61
jul/2020;18373.04;43939.07;119704.27;0.00;19154.50;870354.89;5067.16;423328.22;571.45;567052.50;462380.81;547.48;297.79;0.00;25.44;281593.37;86576.00;9327.62;69.68;0.00;0.00;2908363.29
ago/2020;21877.37;33601.74;129081.54;0.00;19506.82;885200.72;9764.89;483695.90;1017.10;647375.58;574379.33;385.18;346.31;0.00;12.40;274835.24;94364.00;7451.79;80.22;0.00;0.00;3182976.13
sep/2020;21879.53;26005.63;123261.01;0.00;20238.47;959013.35;9735.38;439581.36;948.80;661665.58;610445.10;509.00;287.45;356.40;35.69;158485.71;95762.00;11629.83;54.92;0.00;0.00;3139895.21
oct/2020;22655.15;37876.73;117108.19;0.00;29115.90;1064005.30;16475.25;459312.45;1142.86;680362.07;648582.82;468.37;266.74;0.00;29.42;254131.92;128310.00;12831.92;68.10;0.00;0.00;3472743.19
nov/2020;21903.24;28761.42;111855.80;0.00;33878.65;1072873.46;10704.69;421504.59;1142.86;652630.16;639856.62;407.14;231.18;933.81;66.48;209982.62;91526.00;10883.80;70.08;0.00;0.00;3309212.60
dic/2020;21166.56;27190.81;162734.65;0.00;38849.97;1276290.85;12819.54;481068.86;1312.55;768193.03;760695.45;547.10;-4603.49;1116.47;52.58;243519.81;118168.00;13060.54;73.41;0.00;0.00;3922256.69
ene/2021;29777.89;26925.55;110449.89;0.00;37507.18;1220637.86;12064.41;485759.13;940.90;685942.97;655512.66;452.50;5223.09;274.48;88.32;128264.67;108756.00;13975.11;0.00;0.00;0.00;3522552.61
feb/2021;20350.18;21953.78;146527.38;0.00;37044.54;1272608.93;10943.51;447847.05;1010.16;669312.88;621712.09;709.18;-308.70;0.00;42.85;286352.94;110937.00;9954.97;0.00;0.00;0.00;3656998.74
mar/2021;27765.93;29164.03;153583.54;0.00;36954.44;1417379.54;10508.49;513966.39;1291.15;773453.52;692240.49;417.13;116.17;0.00;95.13;187420.65;104570.00;11349.78;0.00;0.00;0.00;3960276.38
abr/2021;25695.84;39782.05;128870.62;0.00;50964.69;1268491.30;9876.20;466275.27;1029.93;688389.03;610310.75;441.82;71.76;83.00;31.83;222753.58;108795.00;12887.39;0.00;0.00;0.00;3634750.06
